,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium chloride,x0_indium iodide,x0_indium laurate,x0_indium myristate,x0_indium oxalate,x0_indium stearate,x0_indium trifluoroacetate,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_None,x2_dimethylformamide,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_copper bromide,x8_dioctyl ether,x8_oleic acid,x8_trioctylphosphine oxide,x8_zinc iodide,emission_nm
0,-0.561681908838792,-0.6134461675660519,-0.3869934326293637,-0.3250529341283156,-0.2905696474632029,-0.43060417409477203,0.10155204606657268,-0.6086884697933646,-0.19621147357991592,-0.5214501764525724,1.3576833919514235,-0.29178646124259583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,481
1,7.724305611148263,7.876585943258457,3.8705054541930894,-0.3250529341283156,-0.2905696474632029,-0.43060417409477203,-0.2836453700480133,-0.7189944527872196,-0.19621147357991592,3.9987703921508237,-1.504118447092092,-0.20651159876874495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550
2,-0.26874295611197685,1.1906856559841559,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,0.4791513654902165,-0.2836453700480133,1.7077371730775948,-0.19621147357991592,-0.8515848396325151,-0.6864607787939448,-0.3012614459619126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,592
3,-0.3942882215663262,-0.4625964898826521,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,0.1699824097613341,-0.2836453700480133,0.9025034972224516,-0.19621147357991592,-0.8895161436184539,-1.0952896129430185,-0.29178646124259583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,482
4,-0.3942882215663262,-0.3481326641027859,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,0.1699824097613341,-0.2836453700480133,0.9025034972224516,-0.19621147357991592,-0.8895161436184539,-1.7085328641666289,-0.29178646124259583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,529
5,-0.3942882215663262,-0.3481326641027859,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,0.1699824097613341,-0.2836453700480133,0.9025034972224516,-0.19621147357991592,-0.8895161436184539,-1.0952896129430185,-0.29178646124259583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,555
6,-0.3942882215663262,-0.3481326641027859,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,-0.3122619900837166,-0.2836453700480133,0.9025034972224516,-0.19621147357991592,-0.9486184079686373,-1.0952896129430185,-0.29178646124259583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,595
7,-0.3942882215663262,-0.3481326641027859,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,-0.3122619900837166,-0.2836453700480133,0.9025034972224516,-0.19621147357991592,-0.9486184079686373,-0.48204636171940796,-0.29178646124259583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,635
8,-0.26874295611197685,0.7707322819308722,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,0.6640610280074907,-0.2836453700480133,1.7077371730775948,-0.19621147357991592,-0.8289252961176593,-1.2997040300175553,-0.31073643068122936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,518
9,-0.26874295611197685,0.7707322819308722,-0.8023591776852127,-0.3250529341283156,-0.2905696474632029,0.6640610280074907,-0.2836453700480133,1.7077371730775948,-0.19621147357991592,-0.8289252961176593,-1.2997040300175553,-0.31073643068122936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,628
